series,episode,baker,technical,result,uk_airdate,us_season,us_airdate,challenge,bake,dessert,chocolate,fruit,nut
7,3,Rav,10th,IN,7 September 2016,4,2017-06-23,signature,"chocolate, cardamom and hazelnut loaf",other,chocolate,fruit,filbert
7,3,Selasi,5th,IN,7 September 2016,4,2017-06-23,signature,"chocolate, orange and cinnamon bread",other,chocolate,fruit,no nut
7,3,Val,1st,IN,7 September 2016,4,2017-06-23,signature,double chocolate cinnamon twist loaf,other,chocolate,no fruit,no nut
7,3,Michael,7th,OUT,7 September 2016,4,2017-06-23,signature,chocolate and chilli swirl plait,other,chocolate,no fruit,no nut
7,3,Tom,4th,SB,7 September 2016,4,2017-06-23,signature,chocolate orange and chilli swirl bread,other,chocolate,fruit,no nut
7,4,Andrew,4th,IN,14 September 2016,4,2017-06-30,signature,yorkshire 'tapas' puddings,pudding,no chocolate,no fruit,no nut
7,4,Candice,2nd,IN,14 September 2016,4,2017-06-30,signature,yorkshire wellingtons,other,no chocolate,no fruit,no nut
7,4,Jane,3rd,IN,14 September 2016,4,2017-06-30,signature,meat and two veg yorkshires,other,no chocolate,no fruit,no nut
7,4,Rav,9th,IN,14 September 2016,4,2017-06-30,signature,thai tofu panang yorkshires,other,no chocolate,no fruit,no nut
7,4,Selasi,8th,IN,14 September 2016,4,2017-06-30,signature,perfect sunday roast accompaniment,other,no chocolate,no fruit,no nut
7,4,Tom,5th,IN,14 September 2016,4,2017-06-30,signature,west yorkshire fusion puddings,pudding,no chocolate,no fruit,no nut
7,4,Val,6th,IN,14 September 2016,4,2017-06-30,signature,mum's chilli yorkshire puddings,pudding,no chocolate,no fruit,no nut
7,4,Kate,7th,OUT,14 September 2016,4,2017-06-30,signature,christmas dinner compromise,other,no chocolate,no fruit,no nut
7,4,Benjamina,1st,SB,14 September 2016,4,2017-06-30,signature,"red onion chutney, brie and bacon yorkshire puddings",pudding,no chocolate,no fruit,no nut
7,5,Andrew,6th,IN,21 September 2016,4,2017-07-07,signature,mum and dad's breakfast pastries,other,no chocolate,no fruit,no nut
7,5,Benjamina,5th,IN,21 September 2016,4,2017-07-07,signature,'good morning america' swirls & peanut butter and banana pinwheels,other,no chocolate,fruit,peanut
7,5,Jane,1st,IN,21 September 2016,4,2017-07-07,signature,"orange pain aux raisins secs, raspberry, chocolate and almond danish",other,chocolate,fruit,almond
7,5,Rav,8th,IN,21 September 2016,4,2017-07-07,signature,"cinnamon swirls & pecan, walnut and maple plaits",other,no chocolate,fruit,multiple
7,5,Selasi,3rd,IN,21 September 2016,4,2017-07-07,signature,"rhubarb, mango and ginger plait & pineapple and coconut pinwheels",other,no chocolate,fruit,no nut
7,5,Tom,4th,IN,21 September 2016,4,2017-07-07,signature,mega breakfast bonanzas; granola spirals & wheat foldovers,other,no chocolate,no fruit,no nut
7,5,Val,7th,OUT,21 September 2016,4,2017-07-07,signature,"pecan and maple syrup pinwheels & apple, sultana and cinnamon swirls",other,no chocolate,fruit,pecan
7,5,Candice,2nd,SB,21 September 2016,4,2017-07-07,signature,"danish pastry croque monsieur kites & cinnamon apple, vanilla créme rose danish",other,no chocolate,fruit,no nut
7,6,Andrew,6th,IN,28 September 2016,4,2017-07-14,signature,tangy lime and ginger meringue pie,pie,no chocolate,fruit,no nut
7,6,Benjamina,2nd,IN,28 September 2016,4,2017-07-14,signature,grapefruit and ginger meringue pie,pie,no chocolate,fruit,no nut
7,6,Candice,5th,IN,28 September 2016,4,2017-07-14,signature,"lime, coconut and lemongrass sugar meringue pie",pie,no chocolate,fruit,no nut
7,6,Jane,4th,IN,28 September 2016,4,2017-07-14,signature,lime and coconut meringue pie,pie,no chocolate,fruit,no nut
7,6,Selasi,7th,IN,28 September 2016,4,2017-07-14,signature,"grapefruit, orange and mint meringue pie",pie,no chocolate,fruit,no nut
7,6,Rav,3rd,OUT,28 September 2016,4,2017-07-14,signature,mandarin margarita meringue pie,pie,no chocolate,no fruit,no nut
7,6,Tom,1st,SB,28 September 2016,4,2017-07-14,signature,blood orange halloween pumpkin pie,pie,no chocolate,fruit,no nut
7,7,Benjamina,3rd,IN,5 October 2016,4,2017-07-21,signature,piña colada roulade,other,no chocolate,no fruit,no nut
7,7,Candice,2nd,IN,5 October 2016,4,2017-07-21,signature,crowd pleaser roulade,other,no chocolate,no fruit,no nut
7,7,Jane,4th,IN,5 October 2016,4,2017-07-21,signature,chocolate and hazelnut roulade,other,chocolate,fruit,filbert
7,7,Selasi,6th,IN,5 October 2016,4,2017-07-21,signature,summer picnic roulade,other,no chocolate,no fruit,no nut
7,7,Tom,5th,OUT,5 October 2016,4,2017-07-21,signature,millionaire's roulade,other,no chocolate,no fruit,no nut
7,7,Andrew,1st,SB,5 October 2016,4,2017-07-21,signature,tropical holiday roulade,other,no chocolate,no fruit,no nut
7,8,Andrew,2nd,IN,12 October 2016,4,2017-07-28,signature,da vinci inspired geared pies,pie,no chocolate,no fruit,no nut
7,8,Jane,5th,IN,12 October 2016,4,2017-07-28,signature,tudor rose pies,pie,no chocolate,no fruit,no nut
7,8,Selasi,3rd,IN,12 October 2016,4,2017-07-28,signature,bouquet of flowers,other,no chocolate,no fruit,no nut
7,8,Benjamina,4th,OUT,12 October 2016,4,2017-07-28,signature,mexican adventure,other,no chocolate,no fruit,no nut
7,8,Candice,1st,SB,12 October 2016,4,2017-07-28,signature,cheesy cheeky fish pies,pie,no chocolate,no fruit,no nut
7,9,Candice,3rd,IN,19 October 2016,4,2017-08-04,signature,"red onion, cambozola and walnut palmiers & walnut, streaky bacon and mushroom palmiers",other,no chocolate,fruit,walnut
7,9,Jane,1st,IN,19 October 2016,4,2017-08-04,signature,"pesto and sundried tomato palmiers & goat cheese, olive and parma ham palmiers",other,no chocolate,fruit,no nut
7,9,Selasi,4th,OUT,19 October 2016,4,2017-08-04,signature,"sundried tomato, onion, peppers and parmesan palmiers & salmon, spinach and mushroom palmiers",other,no chocolate,fruit,no nut
7,9,Andrew,2nd,SB,19 October 2016,4,2017-08-04,signature,cheesy elephant ears & herby treble clefs,other,no chocolate,no fruit,no nut
7,10,Andrew,1st,RUNNER UP,26 October 2016,4,2017-08-04,signature,crunchy caramel cassis crown,other,no chocolate,no fruit,no nut
7,10,Jane,3rd,RUNNER UP,26 October 2016,4,2017-08-04,signature,"red, white and blue meringue crown",other,no chocolate,no fruit,no nut
7,10,Candice,2nd,WINNER,26 October 2016,4,2017-08-04,signature,queen victoria's mango and strawberry crown,other,no chocolate,fruit,no nut
8,1,Chris,12th,IN,29 August 2017,NA,NA,signature,tropical fresh fruit cake,cake,no chocolate,no fruit,no nut
8,1,Flo,9th,IN,29 August 2017,NA,NA,signature,citrus layer cake,cake,no chocolate,no fruit,no nut
8,1,James,2nd,IN,29 August 2017,NA,NA,signature,"orange, rhubarb & ginger crumble cake",cake,no chocolate,fruit,no nut
8,1,Julia,3rd,IN,29 August 2017,NA,NA,signature,courgette lemon cake,cake,no chocolate,fruit,no nut
8,1,Kate,1st,IN,29 August 2017,NA,NA,signature,moroccan strawberry and rose cake,cake,no chocolate,fruit,no nut
8,1,Liam,8th,IN,29 August 2017,NA,NA,signature,apple and almond crumble maple loaf,other,no chocolate,fruit,almond
8,1,Sophie,5th,IN,29 August 2017,NA,NA,signature,pineapple and coconut sandwich cake,cake,no chocolate,fruit,no nut
8,1,Stacey,11th,IN,29 August 2017,NA,NA,signature,granny smith apple and walnut cake,cake,no chocolate,fruit,walnut
8,1,Tom,7th,IN,29 August 2017,NA,NA,signature,gilded pear and cardamom cake,cake,no chocolate,fruit,no nut
8,1,Yan,4th,IN,29 August 2017,NA,NA,signature,windfall apple crumble cake,cake,no chocolate,fruit,no nut
8,1,Peter,10th,OUT,29 August 2017,NA,NA,signature,coconut cake,cake,no chocolate,fruit,no nut
8,1,Steven,6th,SB,29 August 2017,NA,NA,signature,bonfire night cake,cake,no chocolate,no fruit,no nut
8,2,Flo,10th,IN,5 September 2017,NA,NA,signature,gin jam butties,other,no chocolate,no fruit,no nut
8,2,James,3rd,IN,5 September 2017,NA,NA,signature,rhubarb and custard whirls,pudding,no chocolate,no fruit,no nut
8,2,Julia,4th,IN,5 September 2017,NA,NA,signature,middle eastern delight sandwich biscuits,other,no chocolate,no fruit,no nut
8,2,Kate,8th,IN,5 September 2017,NA,NA,signature,coconut seashells for a titanic afternoon tea,other,no chocolate,fruit,no nut
8,2,Liam,7th,IN,5 September 2017,NA,NA,signature,coffee malted pecan shorties,other,no chocolate,no fruit,pecan
8,2,Sophie,2nd,IN,5 September 2017,NA,NA,signature,lemon limoncino sandwich biscuits,other,no chocolate,fruit,no nut
8,2,Stacey,9th,IN,5 September 2017,NA,NA,signature,sparkly chocolate and marshmallow fluff cookies,cookie,chocolate,no fruit,no nut
8,2,Tom,5th,IN,5 September 2017,NA,NA,signature,coffee and amaretto kisses,other,no chocolate,no fruit,no nut
8,2,Yan,1st,IN,5 September 2017,NA,NA,signature,'mrs. marian's pb 'n' b' biscuits,other,no chocolate,no fruit,no nut
8,2,Chris,11th,OUT,5 September 2017,NA,NA,signature,chocolate chia seed biscuits with whisky caramel filling,other,chocolate,no fruit,no nut
8,2,Steven,6th,SB,5 September 2017,NA,NA,signature,amarpressi biscuits,other,no chocolate,no fruit,no nut
8,3,James,9th,IN,12 September 2017,NA,NA,signature,nordic teacakes,cake,no chocolate,no fruit,no nut
8,3,Kate,10th,IN,12 September 2017,NA,NA,signature,blueberry buns,other,no chocolate,fruit,no nut
8,3,Liam,5th,IN,12 September 2017,NA,NA,signature,jamaican spiced teacakes,cake,no chocolate,no fruit,no nut
8,3,Sophie,6th,IN,12 September 2017,NA,NA,signature,tagine teacakes,cake,no chocolate,no fruit,no nut
8,3,Stacey,1st,IN,12 September 2017,NA,NA,signature,cranberry and cinnamon teacakes,cake,no chocolate,fruit,no nut
8,3,Steven,3rd,IN,12 September 2017,NA,NA,signature,madras cocktail teacakes,cake,no chocolate,no fruit,no nut
8,3,Tom,4th,IN,12 September 2017,NA,NA,signature,orange and cranberry teacakes,cake,no chocolate,fruit,no nut
8,3,Yan,8th,IN,12 September 2017,NA,NA,signature,'mrs's p's' masala chai spiced teacakes,cake,no chocolate,no fruit,no nut
8,3,Flo,7th,OUT,12 September 2017,NA,NA,signature,cinnamon and orange teacakes,cake,no chocolate,fruit,no nut
8,3,Julia,2nd,SB,12 September 2017,NA,NA,signature,earl grey dried fruit teacakes,cake,no chocolate,no fruit,no nut
8,4,James,2nd,IN,19 September 2017,NA,NA,signature,'windy city' millionaire shortbreads,other,no chocolate,no fruit,no nut
8,4,Julia,9th,IN,19 September 2017,NA,NA,signature,pecan salted caramel millionaire shortbreads,other,no chocolate,no fruit,pecan
8,4,Liam,3rd,IN,19 September 2017,NA,NA,signature,salted peanut butter millionaire shortbreads,other,no chocolate,fruit,peanut
8,4,Sophie,4th,IN,19 September 2017,NA,NA,signature,jaffa millionaire shortbreads,other,no chocolate,no fruit,no nut
8,4,Stacey,1st,IN,19 September 2017,NA,NA,signature,rum salted caramel millionaire shortbreads,other,no chocolate,no fruit,no nut
8,4,Steven,7th,IN,19 September 2017,NA,NA,signature,orange macadamia nut millionaire shortbreads,other,no chocolate,fruit,no nut
8,4,Yan,8th,IN,19 September 2017,NA,NA,signature,'lil' red's ginger and nuts' millionaire shortbreads,other,no chocolate,fruit,no nut
8,4,Tom,5th,OUT,19 September 2017,NA,NA,signature,stem ginger caramel millionaire shortbreads,other,no chocolate,no fruit,no nut
8,4,Kate,6th,SB,19 September 2017,NA,NA,signature,salted bay caramel millionaire shortbreads,other,no chocolate,no fruit,no nut
8,5,Julia,3rd,IN,26 September 2017,NA,NA,signature,orange & treacle steamed school pudding,pudding,no chocolate,fruit,no nut
8,5,Kate,8th,IN,26 September 2017,NA,NA,signature,'mr darcy's steamy lake scene' steamed school pudding,pudding,no chocolate,no fruit,no nut
8,5,Liam,2nd,IN,26 September 2017,NA,NA,signature,cherries & lemons that are 'baked well',other,no chocolate,fruit,no nut
8,5,Stacey,4th,IN,26 September 2017,NA,NA,signature,bakewell tart steamed school pudding,pie,no chocolate,no fruit,no nut
8,5,Steven,5th,IN,26 September 2017,NA,NA,signature,lemon & blackcurrant drizzle steamed school pudding,pudding,no chocolate,fruit,no nut
8,5,Yan,6th,IN,26 September 2017,NA,NA,signature,mango fruit hat steamed school pudding,pudding,no chocolate,fruit,no nut
8,5,James,7th,OUT,26 September 2017,NA,NA,signature,orange and ginger steamed school pudding,pudding,no chocolate,fruit,no nut
8,5,Sophie,1st,SB,26 September 2017,NA,NA,signature,"ginger, fig and honey steamed school pudding",pudding,no chocolate,fruit,no nut
8,6,Kate,5th,IN,3 October 2017,NA,NA,signature,'vegetarian pie faces' decorative pies,pie,no chocolate,no fruit,no nut
8,6,Sophie,2nd,IN,3 October 2017,NA,NA,signature,'the four seasons' decorative pies,pie,no chocolate,no fruit,no nut
8,6,Stacey,6th,IN,3 October 2017,NA,NA,signature,'love theme' decorative pies,pie,no chocolate,no fruit,no nut
8,6,Steven,3rd,IN,3 October 2017,NA,NA,signature,'fleetwood mac' decorative pies,pie,no chocolate,no fruit,no nut
8,6,Yan,1st,IN,3 October 2017,NA,NA,signature,'πr2' decorative pies,pie,no chocolate,no fruit,no nut
8,6,Julia,7th,OUT,3 October 2017,NA,NA,signature,'pies from the tree' decorative pies,pie,no chocolate,no fruit,no nut
8,6,Liam,4th,SB,3 October 2017,NA,NA,signature,'standard fc' decorative pies,pie,no chocolate,no fruit,no nut
8,7,Kate,6th,IN,10 October 2017,NA,NA,signature,'happy hour' cocktail cannoli,other,no chocolate,no fruit,no nut
8,7,Liam,2nd,IN,10 October 2017,NA,NA,signature,'just doing me' cannoli,other,no chocolate,no fruit,no nut
8,7,Sophie,3rd,IN,10 October 2017,NA,NA,signature,'classics with a twist' cannoli,other,no chocolate,no fruit,no nut
8,7,Stacey,4th,IN,10 October 2017,NA,NA,signature,my all time favourite desserts,other,no chocolate,no fruit,no nut
8,7,Yan,5th,OUT,10 October 2017,NA,NA,signature,cannoli cocktails,other,no chocolate,no fruit,no nut
8,7,Steven,1st,SB,10 October 2017,NA,NA,signature,italian style cannoli,other,no chocolate,no fruit,no nut
8,8,Kate,2nd,IN,17 October 2017,NA,NA,signature,burrito bedfordshire clangers,other,no chocolate,no fruit,no nut
8,8,Sophie,4th,IN,17 October 2017,NA,NA,signature,char siu & banana praline bedfordshire clangers,other,no chocolate,fruit,no nut
8,8,Steven,1st,IN,17 October 2017,NA,NA,signature,'mediterranean medley' bedfordshire clangers,other,no chocolate,no fruit,no nut
8,8,Liam,5th,OUT,17 October 2017,NA,NA,signature,'take out' bedfordshire clangers,other,no chocolate,no fruit,no nut
8,8,Stacey,3rd,SB,17 October 2017,NA,NA,signature,camembert & onion and apple & blueberry bedfordshire clangers,other,no chocolate,fruit,no nut
8,9,Kate,4th,IN,24 October 2017,NA,NA,signature,bellini and valencian orange choux buns,other,no chocolate,fruit,no nut
8,9,Steven,3rd,IN,24 October 2017,NA,NA,signature,key lime cheesecake and bakewell tart choux buns,cake,no chocolate,fruit,no nut
8,9,Stacey,2nd,OUT,24 October 2017,NA,NA,signature,'choux-nicorn and choux-moji' choux buns,other,no chocolate,no fruit,no nut
8,9,Sophie,1st,SB,24 October 2017,NA,NA,signature,strawberry & rhubarb and chestnut & vanilla choux buns,other,no chocolate,fruit,no nut
8,10,Kate,3rd,RUNNER UP,31 October 2017,NA,NA,signature,"roman spelt, coconut kala chana and flower breads",other,no chocolate,fruit,no nut
8,10,Steven,1st,RUNNER UP,31 October 2017,NA,NA,signature,"spelt & rye, toasted garlic & fontina and sweet chocolate breads",other,chocolate,no fruit,no nut
8,10,Sophie,2nd,WINNER,31 October 2017,NA,NA,signature,"spelt boules, mushroom ciabatta and orange plaited brioche",other,no chocolate,fruit,no nut
1,1,Annetha,2nd,IN,17 August 2010,NA,NA,showstopper,"chocolate with cigarellos, fresh fruit, and cream",other,chocolate,no fruit,no nut
1,1,David,3rd,IN,17 August 2010,NA,NA,showstopper,"black forest floor gateaux
with chocolate leaves, fallen fruit
and chocolate mushrooms",other,chocolate,no fruit,no nut
1,1,Edd,1st,IN,17 August 2010,NA,NA,showstopper,n/a,other,no chocolate,no fruit,no nut
1,1,Jasminder,N/A,IN,17 August 2010,NA,NA,showstopper,n/a,other,no chocolate,no fruit,no nut
1,1,Jonathan,9th,IN,17 August 2010,NA,NA,showstopper,three-layer with almond and cherry,other,no chocolate,fruit,almond
1,1,Louise,N/A,IN,17 August 2010,NA,NA,showstopper,"never fail chocolate sponge cake,
with fresh fruit",cake,chocolate,no fruit,no nut
1,1,Miranda,8th,IN,17 August 2010,NA,NA,showstopper,"three tiered chocolate fudge cake
with handmade chocolate button decorations",cake,chocolate,no fruit,no nut
1,1,Ruth,N/A,IN,17 August 2010,NA,NA,showstopper,"classic chocolate sponge wrapped in a chocolate collar
topped with handmade white and dark chocolate truffles",other,chocolate,no fruit,no nut
1,1,Lea,10th,OUT,17 August 2010,NA,NA,showstopper,"chocolate, raspberries and cream
with fresh fruit",other,chocolate,no fruit,no nut
1,1,Mark,N/A,OUT,17 August 2010,NA,NA,showstopper,heart-shaped chocolate and beetroot cake,cake,chocolate,no fruit,no nut
1,2,David,8th,IN,24 August 2010,NA,NA,showstopper,"choux pastry swans
chocolate profiteroles",other,chocolate,no fruit,no nut
1,2,Edd,6th,IN,24 August 2010,NA,NA,showstopper,pink macarons,other,no chocolate,no fruit,no nut
1,2,Jasminder,2nd,IN,24 August 2010,NA,NA,showstopper,"meringues with chocolate and space dust
coffee flavoured eclairs",other,chocolate,no fruit,no nut
1,2,Jonathan,1st,IN,24 August 2010,NA,NA,showstopper,meringues with whiskey cream,other,no chocolate,no fruit,no nut
1,2,Miranda,3rd,IN,24 August 2010,NA,NA,showstopper,pistachio macarons,other,no chocolate,no fruit,pistachio
1,2,Ruth,5th,IN,24 August 2010,NA,NA,showstopper,"almond macaron with violet buttercream
raspberries and cream eclairs",other,no chocolate,no fruit,almond
1,2,Annetha,7th,OUT,24 August 2010,NA,NA,showstopper,pink swirl macarons / eclairs,other,no chocolate,no fruit,no nut
1,2,Louise,4th,OUT,24 August 2010,NA,NA,showstopper,"strawberry, mint, and cream meringues
chocolate eclairs / orange, yellow and pink macarons",other,chocolate,fruit,no nut
1,3,David,4th,IN,31 August 2010,NA,NA,showstopper,"walnut and seed roll
red berry and almond bun",other,no chocolate,fruit,multiple
1,3,Edd,1st,IN,31 August 2010,NA,NA,showstopper,tomato and mozzarella,other,no chocolate,fruit,no nut
1,3,Jasminder,5th,IN,31 August 2010,NA,NA,showstopper,"mango and sultana buns
pan au chocolat with mars bars
tutti frutti wheel with jelly tots",other,no chocolate,fruit,no nut
1,3,Miranda,3rd,IN,31 August 2010,NA,NA,showstopper,"lemon iced buns
chocolate and orange buns",other,chocolate,fruit,no nut
1,3,Ruth,2nd,IN,31 August 2010,NA,NA,showstopper,"chocolate and orange panettone
cranberry bagels",other,chocolate,fruit,no nut
1,3,Jonathan,6th,OUT,31 August 2010,NA,NA,showstopper,"sticky lemon honey bun
olive and anchovy roll
sundried tomatoes and fresh herbs roll
stilton, walnut and apple roll
cinnamon and cardamom chelsea bun",other,no chocolate,fruit,walnut
1,4,Edd,3rd,IN,7 September 2010,NA,NA,showstopper,"apple and cinnamon crumble, nutella banana brioche bread pudding, rhubarb and strawberry suet layer",pudding,no chocolate,fruit,no nut
1,4,Jasminder,2nd,IN,7 September 2010,NA,NA,showstopper,"bread & butter pudding, treacle suet pudding with fresh fruit, apple and pineapple crumble",pudding,no chocolate,fruit,no nut
1,4,Miranda,1st,IN,7 September 2010,NA,NA,showstopper,"queen of puddings, chocolate pear roly poly, strawberry and rhubarb crumble",pudding,chocolate,fruit,no nut
1,4,Ruth,4th,IN,7 September 2010,NA,NA,showstopper,"apple & ginger crumble, rhubarb suet crust, cherry queen of puddings",pudding,no chocolate,fruit,no nut
1,4,David,5th,OUT,7 September 2010,NA,NA,showstopper,"apple and blackberry crumble, rhubarb and orange betty, suet pear",other,no chocolate,fruit,no nut
1,5,Edd,2nd,IN,14 September 2010,NA,NA,showstopper,"almond sweet pastry with ginger and chocolate
raspberry tart / yorkshire curd tart
chickpea and salami, red and yellow pepper,
asparagus gruyere quiche canapés",pie,chocolate,fruit,almond
1,5,Miranda,1st,IN,14 September 2010,NA,NA,showstopper,"chocolate pastry filled with orange cheesecake
chocolate pastry filled with milk chocolate ganche
strawberry tart with red currant glaze
cheesy crab, broad bean and tomato, pancetta risotto canapés",cake,chocolate,fruit,no nut
1,5,Ruth,3rd,IN,14 September 2010,NA,NA,showstopper,"raspberry and dark chocolate tart
creme patisserie and cherry tart
citrus curd tart with creme brulee top
tomato, asparagus twirl canapés",pie,chocolate,fruit,no nut
1,5,Jasminder,4th,OUT,14 September 2010,NA,NA,showstopper,"jaggery, carrot, and spiced condensed milk tart
fruit and custard tart
thai chili red onion, duck in plum sauce, salmon and prawn canapés",pie,no chocolate,fruit,no nut
1,6,Ruth,N/A,RUNNER UP,21 September 2010,NA,NA,showstopper,"24 red pepper and cheese quiche tarts
24 sultana scones
24 vanilla and lemon choux buns
24 finger sandwiches",pie,no chocolate,fruit,no nut
1,6,Miranda,N/A,RUNNER UP,21 September 2010,NA,NA,showstopper,eliminated after signature,other,no chocolate,no fruit,no nut
1,6,Edd,N/A,WINNER,21 September 2010,NA,NA,showstopper,"24 chocolate and ginger tarts
24 lemon scones with passion fruit curd
24 raspberry choux buns
24 finger sandwiches",pie,chocolate,fruit,no nut
2,1,Ben,2nd,IN,16 August 2011,NA,NA,showstopper,"vanilla sponge with white chocolate
and raspberry buttercream",other,chocolate,fruit,no nut
2,1,Ian,10th,IN,16 August 2011,NA,NA,showstopper,NA,other,no chocolate,no fruit,no nut
2,1,Janet,8th,IN,16 August 2011,NA,NA,showstopper,"chocolate marble cake
with dark and white chocolate truffles",cake,chocolate,no fruit,no nut
2,1,Jason,6th,IN,16 August 2011,NA,NA,showstopper,NA,other,no chocolate,no fruit,no nut
2,1,Joanne,11th,IN,16 August 2011,NA,NA,showstopper,chocolate and strawberry cake,cake,chocolate,fruit,no nut
2,1,Mary-Anne,4th,IN,16 August 2011,NA,NA,showstopper,chocolate and raspberry opera cake,cake,chocolate,fruit,no nut
2,1,Robert,3rd,IN,16 August 2011,NA,NA,showstopper,"genoise layered mousse cake
with chocolate ganache",cake,chocolate,no fruit,no nut
2,1,Simon,9th,IN,16 August 2011,NA,NA,showstopper,two-tiered chocolate courgette cake,cake,chocolate,no fruit,no nut
2,1,Urvashi,7th,IN,16 August 2011,NA,NA,showstopper,NA,other,no chocolate,no fruit,no nut
2,1,Yasmin,5th,IN,16 August 2011,NA,NA,showstopper,NA,other,no chocolate,no fruit,no nut
2,1,Keith,12th,OUT,16 August 2011,NA,NA,showstopper,chocolate and sour cream cake,cake,chocolate,no fruit,no nut
2,1,Holly,1st,SB,16 August 2011,NA,NA,showstopper,NA,other,no chocolate,no fruit,no nut
2,2,Ben,1st,IN,23 August 2011,NA,NA,showstopper,NA,other,no chocolate,no fruit,no nut
2,2,Holly,4th,IN,23 August 2011,NA,NA,showstopper,"milk chocolate and pistachio tarts
trifle tarts",pie,chocolate,no fruit,pistachio
2,2,Ian,2nd,IN,23 August 2011,NA,NA,showstopper,NA,other,no chocolate,no fruit,no nut
2,2,Janet,8th,IN,23 August 2011,NA,NA,showstopper,"red fruit tarts
chocolate and cherry tarts",pie,chocolate,fruit,no nut
2,2,Joanne,10th,IN,23 August 2011,NA,NA,showstopper,"raspberry and mascarpone tarts with lemon and almond pastry
honey and almond tarts with sweetcrust",pie,no chocolate,fruit,almond
2,2,Mary-Anne,9th,IN,23 August 2011,NA,NA,showstopper,"butterscotch brulée tarts in pecan pastry
apple rose tarts",pie,no chocolate,fruit,pecan
2,2,Robert,5th,IN,23 August 2011,NA,NA,showstopper,"chocolate, fennel and ginger tart
almond, creme patissiere and poached pear tart",pie,chocolate,fruit,almond
2,2,Urvashi,7th,IN,23 August 2011,NA,NA,showstopper,"strawberry and basil tarts
elderflower and honeycomb tarts",pie,no chocolate,fruit,no nut
2,2,Yasmin,6th,IN,23 August 2011,NA,NA,showstopper,"chocolate and orange with cinnamon-orange pastry tarts
blueberry and hazelnut with hazelnut pastry tarts",pie,chocolate,fruit,filbert
2,2,Simon,11th,OUT,23 August 2011,NA,NA,showstopper,"passion fruit and ricotta tarts
salted chocolate, stem ginger and mascarpone cream tarts",pie,chocolate,no fruit,no nut
2,2,Jason,3rd,SB,23 August 2011,NA,NA,showstopper,"mint chocolate tarts
blueberry bakewell tarts",pie,chocolate,fruit,no nut
2,3,Ben,3rd,IN,30 August 2011,NA,NA,showstopper,NA,other,no chocolate,no fruit,no nut
2,3,Holly,6th,IN,30 August 2011,NA,NA,showstopper,stilton and walnut rolls,other,no chocolate,fruit,walnut
2,3,Janet,8th,IN,30 August 2011,NA,NA,showstopper,"apple and walnut granary rolls
red onion cottage rolls",other,no chocolate,fruit,walnut
2,3,Jason,7th,IN,30 August 2011,NA,NA,showstopper,NA,other,no chocolate,no fruit,no nut
2,3,Joanne,1st,IN,30 August 2011,NA,NA,showstopper,NA,other,no chocolate,no fruit,no nut
2,3,Mary-Anne,5th,IN,30 August 2011,NA,NA,showstopper,"herb and walnut breads
chocolate and chilli buns",other,chocolate,fruit,walnut
2,3,Robert,4th,IN,30 August 2011,NA,NA,showstopper,"blueberry brioche rolls
lemon and poppy seed rolls",other,no chocolate,fruit,no nut
2,3,Ian,10th,OUT,30 August 2011,NA,NA,showstopper,"walnut and raisin rolls
cracked wheat logs",other,no chocolate,fruit,walnut
2,3,Urvashi,9th,OUT,30 August 2011,NA,NA,showstopper,"chilli and halloumi rolls
lemon and coriander mini loaves",other,no chocolate,fruit,no nut
2,3,Yasmin,2nd,SB,30 August 2011,NA,NA,showstopper,"pesto buns
sweet coconut rolls",other,no chocolate,fruit,no nut
2,4,Janet,4th,IN,6 September 2011,NA,NA,showstopper,"raspberry macarons
blackcurrant macarons
almond macarons",other,no chocolate,fruit,almond
2,4,Joanne,8th,IN,6 September 2011,NA,NA,showstopper,"blueberry macarons
coconut macarons
strawberry macarons",other,no chocolate,fruit,no nut
2,4,Mary-Anne,2nd,IN,6 September 2011,NA,NA,showstopper,"blackcurrant and mint macarons
gooseberry and elderflower macarons
hazelnut macarons",other,no chocolate,fruit,filbert
2,4,Robert,7th,IN,6 September 2011,NA,NA,showstopper,"strawberry and lime macarons
lemon macarons
chocolate and cardamom macarons",other,chocolate,fruit,no nut
2,4,Yasmin,6th,IN,6 September 2011,NA,NA,showstopper,"chocolate and lime macarons
coffee and walnut macarons
pineapple and coconut macarons",other,chocolate,fruit,walnut
2,4,Ben,5th,OUT,6 September 2011,NA,NA,showstopper,"chocolate and almond macarons
pine nut macarons
pistachio macarons",other,chocolate,fruit,multiple
2,4,Holly,3rd,SB,6 September 2011,NA,NA,showstopper,"'chocolate bars of my youth'
(caramel macarons, mint chocolate macarons and chocolate orange macarons)",other,chocolate,fruit,no nut
2,4,Jason,1st,SB,6 September 2011,NA,NA,showstopper,"mocktail macarons
(mojito, cranberry cooler, and pina colada)",other,no chocolate,fruit,no nut
2,5,Holly,4th,IN,13 September 2011,NA,NA,showstopper,lime meringue pie,pie,no chocolate,fruit,no nut
2,5,Joanne,6th,IN,13 September 2011,NA,NA,showstopper,apple and raspberry meringue pie,pie,no chocolate,fruit,no nut
2,5,Mary-Anne,2nd,IN,13 September 2011,NA,NA,showstopper,midnight meringue,other,no chocolate,no fruit,no nut
2,5,Yasmin,5th,IN,13 September 2011,NA,NA,showstopper,peach and raspberry meringue pie,pie,no chocolate,fruit,no nut
